
INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP2

region,policy-name,market,type,constraint-yr,constraint-val
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
South America_Southern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
South Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Southeast Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Taiwan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
